unit_id,cycle,altitude_ft,air_density_kgm3,rpm,throttle_pct,cht_C,egt_C,oil_press_kPa,oil_temp_C,fuel_flow_kgph,bsfc_g_per_kWh,vibration_rms_g,ae_energy_20k_1M_band,alternator_ripple_mV,degradation_index_groundtruth
1,0,2143.863822296346,1.1307650654776165,4091.2945958962505,33.29713365556565,137.63247595316244,513.4051931826606,471.46006581720604,98.44729582624305,18.477962406703583,290.0056924346237,0.9392858258937317,2144.9459645233555,105.9766856374767,-0.014875335016349378
1,1,10.8827338781603,1.012777449506048,3428.9481770978455,24.023324791901306,185.65447825746548,806.5637167932296,68.18838071753345,104.58435484722173,19.428693914870596,281.1377343472852,0.8691969499019807,339.6811727503136,161.3606893087349,7.940246775803849
1,2,1168.5542024328527,1.143447151609372,4305.8099759127435,92.33828918268662,164.65224644597467,750.0197512011999,184.79857629564032,77.8001614075818,10.605166605449469,340.53518763860177,5.47621172091449,3887.0527432389235,668.3657413426444,10.069723201462436
1,3,4717.00474835179,1.1426628212553585,6632.996836032588,47.73620293065143,182.419483123512,442.72328358749905,119.86106542142213,111.91648119805865,13.417892388306498,320.1498641911991,1.7486415554407388,3367.1680503509383,188.48518390482315,5.05540749446502
1,4,4103.446936604431,1.0289810383982976,3476.637326767324,94.90777384392766,181.34504115343788,621.7633448025996,156.0234429054626,111.16608130210338,19.7627057897187,318.09800036305245,6.552736552999616,4537.964452735301,623.4588331214994,9.984392500719819
1,5,1996.3457895253011,1.2179727963307148,3161.695080030672,86.08790251396486,129.00721417103426,697.6581104844948,308.3310028684056,114.48116930262981,16.08610922598423,298.2163617848302,3.0199132862545217,1541.953454844891,153.25733899309319,0.045242887543538904
1,6,728.263357797428,1.1118792809152171,4421.045112429808,66.96335119690478,121.22135864654135,843.5469992389042,231.61977125036856,80.86669354719574,14.303640312702184,250.000015518137,1.6948146953853223,3913.4333792179677,505.2562506109677,3.997136706605365
1,7,1981.7235273370397,1.1251938589379598,3304.419686786781,22.450621254282748,158.46578873118972,774.0529691841756,57.53650307036337,84.56151281991038,12.825066794221925,311.5041533208571,4.944083773551684,288.53699085571793,397.1000706037441,8.998652262647944
1,8,148.36885841114255,1.1211171690068271,2991.505054108024,66.06269267913444,146.593299950355,561.2386376483634,109.36116953567614,99.62131857741647,14.797183733702227,302.02619264685296,6.7109437342892235,1397.8472196010196,705.3982331242539,9.914397678238094
1,9,2915.0104136957398,1.2113810134091139,2789.8989023983027,74.08107021444901,118.08065674166608,536.6357664377438,294.2495483489703,118.50892879697547,9.438469204224312,312.576550555491,5.917188667366506,3539.7283963738255,255.17644043362503,4.019816216958601
1,10,4244.007757251918,1.093755634889969,5421.080085737651,35.393120938448455,196.47615780149323,494.26349995562765,431.8379357380791,108.56685024407852,15.63393790968399,327.40233790152956,7.430028834603537,2642.4703985253764,523.8394546131298,5.052936309417163
1,11,3532.971910175988,1.2223824013421496,2333.3964537814445,95.54987684198225,103.10453725066547,539.1901796772295,392.129479992028,105.14278519687106,4.439045728317947,338.3990116828705,6.9957705513801764,249.53341588761492,680.1759795068173,6.998621127533994
1,12,2570.0058687097253,1.1593827663615976,4485.028899159595,70.83237648098691,110.72768376749985,857.1105754258228,253.39206683466568,104.47629727204392,9.24729082414413,334.0820724041714,7.208889809650328,1963.980005274596,77.85180277512497,7.053394744989705
1,13,1304.1849857691045,1.114936366579051,2241.847166643204,36.68771441578897,169.55597952676538,791.9037764390436,353.7852135369144,83.9703735041888,4.2716686764771445,301.990937146889,2.7973845541986133,4682.403520808227,670.4752542781061,3.0558741209786247
1,14,3696.577985328867,1.1721422904852945,2191.552704451371,43.612069343318005,184.79906097869463,771.9920495691896,337.20947240901654,90.89905675608553,7.277248138082496,283.05301990693584,6.509016631158992,1415.7478366691462,250.91216662683593,4.0093009961294515
1,15,3084.501110694208,1.0562432631908356,4456.647742028375,98.81156376329083,170.22024674577028,548.1521270967576,160.83532758124537,112.8106685605878,8.344161313503477,315.08250809913096,3.4136396304450702,2807.623220452708,517.2913916984683,5.959830494166898
1,16,1938.8911912946867,1.0713003005098012,6818.585598052293,55.967932612678155,161.28531745258525,588.8789351650594,229.84015852214122,110.85978161295745,8.557295591928682,276.4137241371463,3.39314752635517,1449.7236160812033,257.2127913536109,-0.027247103442265067
1,17,20.345956340472316,1.0032324025865105,5939.972556276219,30.21319587014198,149.14538433720892,799.5881009251294,376.3968954620243,116.38073384879232,11.568667065161648,256.06636422187137,2.5782245247569375,3802.0553109957928,561.4905645652681,1.0169050616636786
1,18,461.12967527637437,1.2209876167550386,6219.077672246547,39.52285424203757,188.8368996993375,626.8910335314815,191.495147987308,114.76390904358038,17.686365813045352,264.78796601965024,4.755762112343617,697.9503686337861,526.7025062924106,10.089138755798963
1,19,4656.989329512667,1.0436873593811686,5548.133662139429,32.19559360728644,192.06070220141697,807.41125263645,352.4602557211669,102.67588505549503,16.270658386405483,250.17627667175276,3.257062131291991,4344.19179808855,136.61412759012876,3.056886812599286
1,20,877.5752611674536,1.1084276271735687,3229.765544109313,86.85115561729872,144.9693929723609,642.3354278865891,284.7585882926497,106.85525918539076,17.79621905182771,348.5267397036686,2.6668803060127564,3892.703678679793,730.0423358250622,0.9876844887973962
